name,first_week,year,inflation,first_week_box
Звездные войны: Войны клонов,02.10.2008,2008,"2,018811",13721579
Принцесса Монако,22.05.2014,2014,"1,202238",23023814
Про Любовь,11.12.2015,2015,"1,09096",25334869
Воины света,07.01.2010,2010,"1,673423",16514847
Про любоff,30.09.2010,2010,"1,673423",16508746
Крепость: щитом и мечом,30.10.2015,2015,"1,09096",25300063
Спуск 2,11.03.2010,2010,"1,673423",16449030
Доказательство смерти,07.06.2007,2007,"2,339802",11758856
Розыгрыш,22.05.2008,2008,"2,018811",13626982
"Ананасовый экспресс: Сижу, курю",04.12.2008,2008,"2,018811",13605406
Родина,15.10.2015,2015,"1,09096",25147447
Судная ночь 3,29.07.2016,2016,"1,04",26269848
Судная ночь 2,31.07.2014,2014,"1,202238",22711514
Совокупность лжи,20.11.2008,2008,"2,018811",13507327
Нимфоманка: Часть 1,13.02.2014,2014,"1,202238",22564161
Планета страха,21.06.2007,2007,"2,339802",11520017
Новые приключения Золушки,08.03.2007,2007,"2,339802",11514250
Жена путешественника во времени,15.10.2009,2009,"1,80897",14867519
Железная хватка,10.02.2011,2011,"1,539488",17438378
Ларго Винч: Начало,19.03.2009,2009,"1,80897",14763341
Скорость: Автобус 657,13.11.2015,2015,"1,09096",24311796
По ту сторону двери,26.02.2016,2016,"1,04",25488021
Короли улиц,17.04.2008,2008,"2,018811",13064234
Однажды в Риме,18.02.2010,2010,"1,673423",15726212
Монте-Карло,30.06.2011,2011,"1,539488",17081735
Типа крутые легавые,05.04.2007,2007,"2,339802",11218602
Бруно,23.07.2009,2009,"1,80897",14495358
Зак и Мири снимают порно,13.11.2008,2008,"2,018811",12986352
Красавица и уродина,21.02.2008,2008,"2,018811",12963778
Неуловимые,26.03.2015,2015,"1,09096",23984936
Коллекционер 2,29.11.2012,2012,"1,434751",18223109
История дельфина 2,11.09.2014,2014,"1,202238",21744320
Гамбит,07.03.2013,2013,"1,328473",19612932
День Д,04.09.2008,2008,"2,018811",12887008
Неваляшка,26.04.2007,2007,"2,339802",11110119
Затаившиеся 3D,21.04.2011,2011,"1,539488",16828515
Пленницы,26.09.2013,2013,"1,328473",19495738
Эффект колибри,13.06.2013,2013,"1,328473",19438657
Джунгли зовут! В поисках Марсупилами,02.08.2012,2012,"1,434751",17942028
12 месяцев,05.09.2013,2013,"1,328473",19364829
12 месяцев,05.09.2013,2013,"1,328473",19364829
Маленький вампир,10.11.2017,2017,1,25723096
По соображениям совести,18.11.2016,2016,"1,04",24727875
Нереальная любовь,13.02.2014,2014,"1,202238",21301290
Космос между нами,03.02.2017,2017,1,25461421
Покорители волн,08.11.2012,2012,"1,434751",17703562
Предчувствие,12.04.2007,2007,"2,339802",10852544
Средь бела дня,23.08.2012,2012,"1,434751",17634592
Новые приключения Аленушки и Еремы,24.12.2009,2009,"1,80897",13976863
Поп,08.04.2010,2010,"1,673423",15079680
Порок на экспорт,04.10.2007,2007,"2,339802",10779947
Миссия в Майами,01.04.2016,2016,"1,04",24246760
"Москва, я люблю тебя!",02.09.2010,2010,"1,673423",15041340
"Чего ждать, когда ждешь ребенка",17.05.2012,2012,"1,434751",17536569
Сокровища О.К.,02.05.2013,2013,"1,328473",18914435
Один пропущенный звонок,28.02.2008,2008,"2,018811",12446483
"С любовью, Рози",13.11.2014,2014,"1,202238",20889561
2+1,13.01.2017,2017,1,25101000
2+1,13.01.2017,2017,1,25101000
Пирамммида,07.04.2011,2011,"1,539488",16300548
По прозвищу `Чистильщик`,01.03.2007,2007,"2,339802",10721613
Овечка Долли была злая и рано умерла,19.02.2015,2015,"1,09096",22984154
Диггеры,12.08.2016,2016,"1,04",24045304
Высотка,15.04.2016,2016,"1,04",24039200
Что скрывает ложь,08.12.2011,2011,"1,539488",16226700
Наваждение,21.04.2017,2017,1,24900889
Импи – суперстар!,21.08.2008,2008,"2,018811",12307580
Лофт,05.02.2015,2015,"1,09096",22772975
Ключ Саламандры,24.03.2011,2011,"1,539488",16136215
Красавчик,07.08.2008,2008,"2,018811",12264868
Король говорит!,24.02.2011,2011,"1,539488",16055212
Отвязные каникулы,09.05.2013,2013,"1,328473",18568324
Право на «лево»,19.04.2012,2012,"1,434751",17169627
Матч,03.05.2012,2012,"1,434751",17166893
Не бойся темноты,13.10.2011,2011,"1,539488",15969613
Человек ноября,18.09.2014,2014,"1,202238",20395656
Спарта,26.08.2016,2016,"1,04",23569107
Женюсь на первой встречной,27.09.2007,2007,"2,339802",10471403
Дом с паранормальными явлениями 2,17.04.2014,2014,"1,202238",20368357
Заклятье. Наши дни,13.10.2017,2017,1,24439344
Я остаюсь,19.04.2007,2007,"2,339802",10412694
Овердрайв,21.07.2017,2017,1,24331415
Сердцеед,05.08.2010,2010,"1,673423",14533229
Письма к Джульетте,17.06.2010,2010,"1,673423",14496333
Уцелевший,20.02.2014,2014,"1,202238",20155076
Плохой Санта 2,02.12.2016,2016,"1,04",23291668
Призраки в Коннектикуте 2: Тени прошлого,09.05.2013,2013,"1,328473",18232562
Этот неловкий момент,09.07.2015,2015,"1,09096",22186208
Ложное искушение,22.02.2007,2007,"2,339802",10315802
Всё могу,20.11.2015,2015,"1,09096",22099622
Укради мою жену,16.10.2014,2014,"1,202238",20045739
Переполох в Гималаях,14.08.2008,2008,"2,018811",11916114
Одна любовь на миллион,05.04.2007,2007,"2,339802",10229295
Дом с паранормальными явлениями,17.01.2013,2013,"1,328473",18000659
Рок Дог,05.05.2017,2017,1,23909378
Zомби каникулы,15.08.2013,2013,"1,328473",17980000
"Человек, который изменил всё",20.10.2011,2011,"1,539488",15501091
1812: Уланская баллада,01.11.2012,2012,"1,434751",16616135
1812: Уланская баллада,01.11.2012,2012,"1,434751",16616135
Визит,27.11.2015,2015,"1,09096",21845594
Двойник дьявола,11.08.2011,2011,"1,539488",15469415
Рок-волна,30.04.2009,2009,"1,80897",13118452
Наживка для акулы: Не очень страшное кино,22.03.2007,2007,"2,339802",10137216
Шары ярости,11.10.2007,2007,"2,339802",10098206
Территория тьмы 3D,03.06.2010,2010,"1,673423",14119285
Между делом,05.03.2015,2015,"1,09096",21461095
Белая мгла,24.09.2009,2009,"1,80897",12871665
Миллион лет до нашей эры 2,10.01.2008,2008,"2,018811",11478835
Аритмия,13.10.2017,2017,1,23105040
"Шпион, выйди вон!",08.12.2011,2011,"1,539488",14999105
Похороните меня за плинтусом,03.12.2009,2009,"1,80897",12756496
Близкий враг,21.10.2010,2010,"1,673423",13770158
Лес призраков,15.01.2016,2016,"1,04",22129226
Сказ о Петре и Февронии,07.07.2017,2017,1,22950152
Подарок,13.08.2015,2015,"1,09096",21016065
Снайпер,05.03.2015,2015,"1,09096",20967332
В гости к Робинсонам,29.03.2007,2007,"2,339802",9774405
Афера под прикрытием,12.08.2016,2016,"1,04",21965469
128 ударов сердца в минуту,03.09.2015,2015,"1,09096",20748586
128 ударов сердца в минуту,03.09.2015,2015,"1,09096",20748586
Красавчик 2,15.04.2010,2010,"1,673423",13518632
Пристрели их,25.10.2007,2007,"2,339802",9656945
Голос монстра,03.02.2017,2017,1,22585990
Чудо-юдо,05.01.2018,2018,1,22553036
Тихая гавань,14.02.2013,2013,"1,328473",16863992
12 месяцев. Новая сказка,19.02.2015,2015,"1,09096",20521780
12 месяцев. Новая сказка,19.02.2015,2015,"1,09096",20521780
"Держи удар, детка",07.10.2016,2016,"1,04",21521029
Superнянь 2,04.12.2015,2015,"1,09096",20385431
Взрослая неожиданность,26.02.2009,2009,"1,80897",12280590
Типа крутой охранник,14.05.2009,2009,"1,80897",12274122
Райское озеро,15.01.2009,2009,"1,80897",12259392
Страшно красив,11.08.2011,2011,"1,539488",14382523
Драконий жемчуг: Эволюция,02.04.2009,2009,"1,80897",12200962
Приколисты,30.07.2009,2009,"1,80897",12199703
Путь,21.05.2009,2009,"1,80897",12198800
Легкое поведение,02.04.2009,2009,"1,80897",12104732
Посылка,19.11.2009,2009,"1,80897",12102678
Кунг-фу Кролик: Повелитель огня,17.09.2015,2015,"1,09096",20065445
Предел риска,29.09.2011,2011,"1,539488",14218650
Игра на выживание,23.02.2012,2012,"1,434751",15250687
Воровка книг,16.01.2014,2014,"1,202238",18194901
Мужчины в большом городе 2,23.02.2012,2012,"1,434751",15232860
Любовь и другие катастрофы,06.09.2007,2007,"2,339802",9337039
Боец,24.02.2011,2011,"1,539488",14185705
Терминатор 2: Судный день,25.08.2017,2017,1,21838032
Шёпот,17.01.2008,2008,"2,018811",10816753
Бременские разбойники,11.11.2016,2016,"1,04",20977968
Любовь по-взрослому,28.02.2013,2013,"1,328473",16402664
Моя ужасная няня 2,22.04.2010,2010,"1,673423",13020521
Возмездие,28.01.2010,2010,"1,673423",13001726
Хлоя,25.03.2010,2010,"1,673423",13001542
Экс-любовник,08.03.2007,2007,"2,339802",9281956
"О, счастливчик!",01.10.2009,2009,"1,80897",12001938
Мисс Переполох,07.05.2015,2015,"1,09096",19891309
Лето. Одноклассники. Любовь,28.06.2012,2012,"1,434751",15081715
Одноклассницы: Новый поворот,24.02.2017,2017,1,21573456
Невеста с того света,10.04.2008,2008,"2,018811",10666917
Проклятие: Начало конца,12.03.2015,2015,"1,09096",19736050
Временно беременна,09.07.2009,2009,"1,80897",11855281
Джиперс Криперс 3,17.11.2017,2017,1,21442954
Образцовый самец 2,19.02.2016,2016,"1,04",20610782
Последнее изгнание дьявола: Второе пришествие,28.02.2013,2013,"1,328473",16134538
Бойся своих желаний,12.01.2018,2018,1,21255477
Вкус ночи,07.04.2011,2011,"1,539488",13758446
Скотт Пилигрим против всех,19.08.2010,2010,"1,673423",12628928
Белый шум 2: Сияние,19.04.2007,2007,"2,339802",9018126
Школа выживания,10.04.2008,2008,"2,018811",10437539
Отпетые напарники,03.02.2017,2017,1,21038193
Монстр в Париже,05.01.2012,2012,"1,434751",14613285
Гагарин. Первый в космосе,06.06.2013,2013,"1,328473",15756293
Бойфренд из будущего,10.10.2013,2013,"1,328473",15700680
Однажды в Голливуде,11.12.2008,2008,"2,018811",10312767
Роковое искушение,28.07.2017,2017,1,20800697
Rammstein: Paris!,24.03.2017,2017,1,20800000
Век Адалин,21.05.2015,2015,"1,09096",19020834
Стальная бабочка,01.11.2012,2012,"1,434751",14413172
Семейное ограбление,27.01.2017,2017,1,20677582
С.С.Д.,04.09.2008,2008,"2,018811",10208916
Øтражение,10.12.2009,2009,"1,80897",11391632
Ку! Кин-дза-дза,11.04.2013,2013,"1,328473",15509303
Маньяк,21.03.2013,2013,"1,328473",15508713
Пекло,19.04.2007,2007,"2,339802",8793846
Норм и Несокрушимые,25.03.2016,2016,"1,04",19742629
Чистильщик,08.05.2008,2008,"2,018811",10155525
Три девятки,04.03.2016,2016,"1,04",19691548
Трудно быть Богом,27.02.2014,2014,"1,202238",17019423
Артистка,30.08.2007,2007,"2,339802",8711114
Третье желание,08.10.2009,2009,"1,80897",11254638
Кто там,13.11.2015,2015,"1,09096",18657730
Анатомия любви,06.03.2014,2014,"1,202238",16929569
Соседи. На тропе войны 2,24.06.2016,2016,"1,04",19549449
Детка,06.11.2014,2014,"1,202238",16894553
Горячие новости,07.05.2009,2009,"1,80897",11219572
Зодиак,02.08.2007,2007,"2,339802",8661525
Ночные стражи,26.08.2016,2016,"1,04",19427411
Джой,22.01.2016,2016,"1,04",19393210
Наркоз,10.01.2008,2008,"2,018811",9972642
Гадкий утенок и я,04.01.2007,2007,"2,339802",8580267
Синяя бездна,30.06.2017,2017,1,20070768
